CASE_NUM,CRIME_DESC,CHARGE_CODE,CHARGE_DESC,CRIME_PART,ADDRESS,CITY,DATE,CATEGORY,POINT_X,POINT_Y
220022904,AGGRAVATED ASSAULT,1302,AGG/FEL ASSAULT - FAMILY - OTHER WEAPON-DOMESTIC,A,3500 BLOCK S STATE ST,ANN ARBOR,2022-06-15 21:04:00,ASSAULT - AGGRAVATED,-83.73659839899994,42.238971701000025
221000547,MOTOR VEHICLE THEFT,2404,VEHICLE THEFT UDAA (REPORTED BY YOUR JURISDICTION),A,800 BLOCK SYLVAN AVE,ANN ARBOR,2022-07-07 02:30:00,MOTOR VEHICLE THEFT / FRAUD,-83.73840359899998,42.266373900000076
220026401,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,2500 BLOCK TOWNER BLVD,ANN ARBOR,2022-07-11 09:50:00,ASSAULT - SIMPLE,-83.71099149899999,42.251319899000066
220026566,ALL OTHER,5015,FAILURE TO APPEAR (FTA),B,46400 BLOCK TYLER RD,VAN BUREN TWP,2022-07-12 14:00:00,OBSTRUCTING JUSTICE,-83.49460699999997,42.23317240000006
220026416,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,3700 BLOCK WASHTENAW AVE,ANN ARBOR,2022-07-11 08:00:00,ASSAULT - SIMPLE,-83.68747929999995,42.25521630000003
220026571,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2602,FRAUD - SWINDLE,A,500 BLOCK E WILLIAM ST.,ANN ARBOR,2022-07-10 11:47:30,FRAUD,-83.74236649999995,42.27800250000007
220026688,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,3300 BLOCK ALPINE DR,ANN ARBOR,2022-07-10 00:00:00,FRAUD,-83.72804839999998,42.24207749900006
220026666,ALL OTHER,5015,FAILURE TO APPEAR (FTA),B,700 BLOCK ARBOR ST,ANN ARBOR,2022-07-13 11:01:00,OBSTRUCTING JUSTICE,-83.73923330099996,42.27083140000008
220026406,BURGLARY/BREAKING & ENTERING,2204,B&E - BURGLARY - NO FORCED ENTRY - RESIDENCE- HOME INVASION,A,800 BLOCK ARCH ST,ANN ARBOR,2022-07-07 12:45:00,BURGLARY - RESIDENTIAL,-83.73873519999995,42.26942280000003
220026586,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,2900 BLOCK BRAEBURN CIR,ANN ARBOR,2022-07-05 06:30:00,DAMAGE TO PROPERTY,-83.70905669999996,42.23551800000007
220026739,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,600 BLOCK BRIARWOOD CIR,ANN ARBOR,2022-07-13 17:45:00,LARCENY - ALL OTHER,-83.74154639999995,42.24080690100004
220026739,CREDIT CARD/ATM,2605,FRAUD - ILLEGAL USE OF CREDIT CARD,A,600 BLOCK BRIARWOOD CIR,ANN ARBOR,2022-07-13 17:45:00,FRAUD,-83.74154639999995,42.24080690100004
220026389,AGGRAVATED ASSAULT,1302,AGG/FEL ASSAULT - FAMILY - OTHER WEAPON-DOMESTIC,A,0 BLOCK CARROT WAY,ANN ARBOR,2022-07-11 06:46:00,ASSAULT - AGGRAVATED,-83.72743579999997,42.31692240000007
220024484,DRUG/NARCOTIC VIOLATIONS,3540,SYNTHETIC NARCOTIC -SELL,A,3400 BLOCK CHELSEA CIR,ANN ARBOR,2022-06-27 15:17:00,DRUG OFFENSES,-83.71383099899998,42.23933800100008
220024484,ALL OTHER,5015,FAILURE TO APPEAR (FTA),B,3400 BLOCK CHELSEA CIR,ANN ARBOR,2022-06-27 15:17:00,OBSTRUCTING JUSTICE,-83.71383099899998,42.23933800100008
221000555,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,100 BLOCK FIELDCREST ST,ANN ARBOR,2022-07-10 12:00:00,LARCENY - FROM AUTO (LFA),-83.75139759999996,42.25201830000003
220025201,AGGRAVATED ASSAULT,1305,AGG/FEL ASSAULT - NON-FAMILY - OTHER WEAPON,A,3000 BLOCK GREEN RD,ANN ARBOR,2022-07-02 15:41:00,ASSAULT - AGGRAVATED,-83.69179839999998,42.31088250100004
220026522,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,800 BLOCK GREENHILL DR,ANN ARBOR,2022-06-11 18:22:30,LARCENY - FROM AUTO (LFA),-83.67863890099994,42.28536019900008
221000554,BURGLARY/BREAKING & ENTERING,2205,B&E - BURGLARY - NO FORCED ENTRY - NON-RESIDENCE,A,1700 BLOCK JACKSON AVE,ANN ARBOR,2022-07-11 04:30:00,BURGLARY - ALL OTHER,-83.76860649899999,42.28125359900008
221000554,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,1700 BLOCK JACKSON AVE,ANN ARBOR,2022-07-11 04:30:00,LARCENY - FROM AUTO (LFA),-83.76860649899999,42.28125359900008
220026400,EMBEZZLEMENT,2799,EMBEZZLEMENT (OTHER),A,1300 BLOCK N MAPLE RD,ANN ARBOR,2022-07-10 13:00:00,EMBEZZLEMENT,-83.78003250099994,42.29485580000005
220026483,DRUG/NARCOTIC VIOLATIONS,3562,MARIJUANA -POSSESS,A,700 BLOCK MILLER AVE,ANN ARBOR,2022-07-11 22:23:00,DRUG OFFENSES,-83.75680509999995,42.284926400000074
220026483,DRUG/NARCOTIC VIOLATIONS,3592,CRACK -POSSESS,A,700 BLOCK MILLER AVE,ANN ARBOR,2022-07-11 22:23:00,DRUG OFFENSES,-83.75680509999995,42.284926400000074
220026483,ALL OTHER,5011,PAROLE VIOLATION,B,700 BLOCK MILLER AVE,ANN ARBOR,2022-07-11 22:23:00,OBSTRUCTING JUSTICE,-83.75680509999995,42.284926400000074
221000176,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,2304,LARCENY - PARTS & ACCESSORIES FROM VEHICLE - LFA,A,1500 BLOCK PAULINE BLVD,ANN ARBOR,2022-03-18 00:00:00,LARCENY - FROM AUTO (LFA),-83.76585019999999,42.26840160000006
220026613,ALL OTHER,3605,INDECENT EXPOSURE,B,2700 BLOCK PLYMOUTH RD.,ANN ARBOR,2022-07-12 17:15:00,SEX OFFENSES - OTHER,-83.70521729999996,42.30338660000007
220023020,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,2400 BLOCK W STADIUM BLVD,ANN ARBOR,2022-06-16 12:00:00,LARCENY - ALL OTHER,-83.77980319999995,42.278764601000034
220023560,SHOPLIFTING,3078,"RETAIL FRAUD, THEFT 3RD DEGREE",A,300 BLOCK S STATE ST,ANN ARBOR,2022-06-20 14:27:00,LARCENY - RETAIL FRAUD,-83.74103860099996,42.27816020000006
220026417,BURGLARY/BREAKING & ENTERING,2204,B&E - BURGLARY - NO FORCED ENTRY - RESIDENCE- HOME INVASION,A,3400 BLOCK WOODDALE CT,ANN ARBOR,2022-07-11 02:22:00,BURGLARY - RESIDENTIAL,-83.68839949999995,42.26077390000006
220026410,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,3400 BLOCK WOODDALE CT,ANN ARBOR,2022-07-11 10:38:00,LARCENY - FROM AUTO (LFA),-83.68839949999995,42.26077390000006
220026814,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2674,FRAUD (LARCENY) BY CONVERSION,A,200 BLOCK S 7TH,ANN ARBOR,2022-07-10 02:00:00,FRAUD,-83.75834289999995,42.27965830000005
220026677,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2699,FRAUD (OTHER),A,800 BLOCK E ANN ST,ANN ARBOR,2022-07-13 12:30:00,FRAUD,-83.73915049999994,42.28233370000004
220026684,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,700 BLOCK BARCLAY CT,ANN ARBOR,2022-07-12 09:00:00,FRAUD,-83.69155569999998,42.28488289900008
220026851,ALL OTHER,5012,PROBATION VIOLATION,B,300 BLOCK S ASHLEY ST,ANN ARBOR,2022-07-14 15:09:00,OBSTRUCTING JUSTICE,-83.74964839999996,42.27945450000004
220026773,INTIMIDATION,1316,INTIMIDATION (ALSO INCLUDES INTERFERING WITH 911 CALL),A,1700 BLOCK GEDDES AVE,ANN ARBOR,2022-07-12 10:47:00,INTIMIDATION / STALKING,-83.72678310099997,42.27582760100006
220026891,DRUG/NARCOTIC VIOLATIONS,3532,COCAINE -POSSESS,A,1300 BLOCK N MAPLE RD,ANN ARBOR,2022-07-14 21:23:00,DRUG OFFENSES,-83.78003250099994,42.29485580000005
220026787,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,700 BLOCK MILLER AVE,ANN ARBOR,2022-07-14 02:07:00,ASSAULT - SIMPLE,-83.75680509999995,42.284926400000074
220026745,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,900 BLOCK OAKLAND AVE,ANN ARBOR,2022-07-13 19:58:00,LARCENY - ALL OTHER,-83.73829990099995,42.270876000000044
220026839,INTIMIDATION,1380,"TELEPHONE USED FOR HARASSMENT, THREATS",A,2100 BLOCK W STADIUM BLVD,ANN ARBOR,2022-07-14 12:17:30,INTIMIDATION / STALKING,-83.77526330099994,42.27331060000006
220016911,BURGLARY/BREAKING & ENTERING,2204,B&E - BURGLARY - NO FORCED ENTRY - RESIDENCE- HOME INVASION,A,500 BLOCK S STATE ST,ANN ARBOR,2022-05-01 12:29:00,BURGLARY - RESIDENTIAL,-83.74116540099999,42.27464250100007
220026756,SHOPLIFTING,3078,"RETAIL FRAUD, THEFT 3RD DEGREE",A,200 BLOCK S STATE ST,ANN ARBOR,2022-07-13 20:46:00,LARCENY - RETAIL FRAUD,-83.74041619899998,42.279545400000075
220026751,LIQUOR LAW VIOLATION,4103,"LIQUOR - TRANSPORT (OPEN CONTAINER, ETC)",B,200 BLOCK S STATE ST,ANN ARBOR,2022-07-13 20:31:00,LIQUOR LAW VIOLATION,-83.74103859899998,42.27954099900006
220026751,TRESPASS OF REAL PROPERTY,5707,TRESPASS (OTHER),B,200 BLOCK S STATE ST,ANN ARBOR,2022-07-13 20:31:00,TRESPASSING / INVASION OF PRIVACY,-83.74103859899998,42.27954099900006
220020602,TRESPASS OF REAL PROPERTY,5707,TRESPASS (OTHER),B,300 BLOCK S STATE ST,ANN ARBOR,2022-05-30 15:57:00,TRESPASSING / INVASION OF PRIVACY,-83.74101789899998,42.27852349900007
220026863,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2699,FRAUD (OTHER),A,"200 BLOCK S STATE ST, ANN ARBOR, MI 48104",ANN ARBOR,2022-07-14 17:16:00,FRAUD,-83.74041619899998,42.279545400000075
220012955,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,3500 BLOCK WASHTENAW AVE,ANN ARBOR,2022-04-05 18:29:00,LARCENY - ALL OTHER,-83.68981150099995,42.25647760000004
220012968,SHOPLIFTING,3078,"RETAIL FRAUD, THEFT 3RD DEGREE",A,3500 BLOCK WASHTENAW AVE,ANN ARBOR,2022-04-05 18:25:00,LARCENY - RETAIL FRAUD,-83.68981150099995,42.25647760000004
220012968,TRESPASS OF REAL PROPERTY,5707,TRESPASS (OTHER),B,3500 BLOCK WASHTENAW AVE,ANN ARBOR,2022-04-05 18:25:00,TRESPASSING / INVASION OF PRIVACY,-83.68981150099995,42.25647760000004
220019475,TRESPASS OF REAL PROPERTY,5707,TRESPASS (OTHER),B,300 BLOCK S STATE ST,ANN ARBOR,2022-05-22 16:55:00,TRESPASSING / INVASION OF PRIVACY,-83.74101789899998,42.27852349900007
220020044,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,3200 BLOCK ALPINE DR,ANN ARBOR,2022-05-26 15:00:00,ASSAULT - SIMPLE,-83.72855710099998,42.24255980100003
220020044,ALL OTHER,5013,CONDITIONAL RELEASE VIOLATION,B,3200 BLOCK ALPINE DR,ANN ARBOR,2022-05-26 15:00:00,OBSTRUCTING JUSTICE,-83.72855710099998,42.24255980100003
220026930,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,500 BLOCK CATHERINE ST,ANN ARBOR,2022-07-15 03:42:00,DAMAGE TO PROPERTY,-83.74217969899996,42.283151100000055
221000557,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,2304,LARCENY - PARTS & ACCESSORIES FROM VEHICLE - LFA,A,300 BLOCK DEPOT ST,ANN ARBOR,2022-07-13 12:55:00,LARCENY - FROM AUTO (LFA),-83.74275029899997,42.28767890000006
220026689,ALL OTHER LARCENY,2309,LARCENY - FROM YARDS (GROUNDS SURROUNDING A BUILDING),A,400 BLOCK HAMILTON PL,ANN ARBOR,2022-07-13 13:46:00,LARCENY - ALL OTHER,-83.74537479999998,42.27726530000007
220025674,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2903,DAMAGE TO PROPERTY - PUBLIC PROPERTY - MDOP,A,300 BLOCK E HURON ST,ANN ARBOR,2022-07-05 21:00:00,DAMAGE TO PROPERTY,-83.74572750099998,42.28182970000006
220027010,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2999,DAMAGE TO PROPERTY - MDOP (OTHER),A,LIBERTY ST AND S MAIN ST,ANN ARBOR,2022-07-15 17:02:00,DAMAGE TO PROPERTY,-83.74859989899994,42.27957610000004
220006884,DRIVING UNDER THE INFLUENCE,8041,OPERATING UNDER THE INFLUENCE OF ALCOHOL / LIQUOR OWI,B,LINCOLN AVE & WELLS ST,ANN ARBOR,2022-02-20 02:16:00,OUI OF LIQUOR / DRUGS,-83.72978169899994,42.26697199900008
220027011,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,200 BLOCK N MAPLE RD,ANN ARBOR,2022-07-15 16:55:00,LARCENY - FROM AUTO (LFA),-83.78315100099996,42.28266810100007
221000564,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,400 BLOCK N.FIFTH AVE,ANN ARBOR,2022-07-04 12:00:00,LARCENY - ALL OTHER,-83.74608599999993,42.28459300000003
220007676,DRIVING UNDER THE INFLUENCE,8041,OPERATING UNDER THE INFLUENCE OF ALCOHOL / LIQUOR OWI,B,WASHTENAW AVE & E STADIUM BLVD,ANN ARBOR,2022-02-26 02:33:00,OUI OF LIQUOR / DRUGS,-83.71129759999997,42.25939090000003
220026983,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,2500 BLOCK BENS ST,ANN ARBOR,2022-07-14 14:00:00,FRAUD,-83.78071680099998,42.27251319900006
220019835,INTIMIDATION,1381,AGGRAVATED STALKING (FELONY),A,3000 BLOCK CHARING CROSS RD,ANN ARBOR,2022-05-25 11:50:00,INTIMIDATION / STALKING,-83.68919449899994,42.244645400000024
220019835,ALL OTHER,5005,"CONTEMPT OF COURT (PPO VIOLATION, ETC)",B,3000 BLOCK CHARING CROSS RD,ANN ARBOR,2022-05-25 11:50:00,OBSTRUCTING JUSTICE,-83.68919449899994,42.244645400000024
220027082,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2699,FRAUD (OTHER),A,1300 BLOCK EDGEWOOD AVE,ANN ARBOR,2022-07-14 06:41:00,FRAUD,-83.75487599899998,42.26566090000006
220027064,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,GEDDES & HARVARD PL.,ANN ARBOR,2022-07-16 00:46:00,LARCENY - ALL OTHER,-83.72171909999997,42.27657050000005
220026975,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2602,FRAUD - SWINDLE,A,1300 BLOCK HUTCHINS AVE,ANN ARBOR,2022-06-25 12:00:00,FRAUD,-83.75724069899996,42.26494559900004
220026829,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2901,DAMAGE TO PROPERTY - BUSINESS PROPERTY - MDOP,A,500 BLOCK LANDINGS BLVD,ANN ARBOR,2022-07-04 12:00:00,DAMAGE TO PROPERTY,-83.79559539999997,42.28951819900004
220026387,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2901,DAMAGE TO PROPERTY - BUSINESS PROPERTY - MDOP,A,200 BLOCK N MAIN ST,ANN ARBOR,2022-07-11 04:17:00,DAMAGE TO PROPERTY,-83.74877710099997,42.28251379900007
220027060,DISORDERLY CONDUCT,5393,DISORDERLY CONDUCT (OTHER),B,300 BLOCK MAYNARD ST,ANN ARBOR,2022-07-16 00:42:00,PUBLIC PEACE,-83.74225799999994,42.27867390000006
220027057,DISORDERLY CONDUCT,5393,DISORDERLY CONDUCT (OTHER),B,300 BLOCK MAYNARD ST,ANN ARBOR,2022-07-16 00:26:00,PUBLIC PEACE,-83.74225799999994,42.27867390000006
220026901,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2677,"DEFRAUDING HOTELS, RESTAURANTS, INNKEEPER, ETC",A,2000 BLOCK PACKARD ST,ANN ARBOR,2022-07-14 20:45:00,FRAUD,-83.72684539999995,42.257205200000044
220027115,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2602,FRAUD - SWINDLE,A,600 BLOCK E UNIVERSITY AVE,ANN ARBOR,2022-07-16 11:51:00,FRAUD,-83.73543639999997,42.27421030000005
220027109,INTIMIDATION,1381,AGGRAVATED STALKING (FELONY),A,3200 BLOCK BRAEBURN CIR,ANN ARBOR,2022-07-16 11:26:00,INTIMIDATION / STALKING,-83.70795749999996,42.232567000000074
220027109,ALL OTHER,5005,"CONTEMPT OF COURT (PPO VIOLATION, ETC)",B,3200 BLOCK BRAEBURN CIR,ANN ARBOR,2022-07-16 11:26:00,OBSTRUCTING JUSTICE,-83.70795749999996,42.232567000000074
220027125,INTIMIDATION,1316,INTIMIDATION (ALSO INCLUDES INTERFERING WITH 911 CALL),A,1500 BLOCK BRIARWOOD CIR,ANN ARBOR,2022-07-16 13:16:00,INTIMIDATION / STALKING,-83.75286379999994,42.23893779900004
220026331,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,2200 BLOCK PLATT RD,ANN ARBOR,2022-07-10 15:48:00,LARCENY - FROM AUTO (LFA),-83.70042580099994,42.25586080000005
220019791,DRIVING UNDER THE INFLUENCE,80412,OPERATING UNDER THE INFLUENCE OF ALCOHOL / LIQUOR OWI 2ND OFFENSE,B,200 BLOCK BARTON DR,ANN ARBOR,2022-05-25 01:00:00,OUI OF LIQUOR / DRUGS,-83.74147429899995,42.30243880100005
220024141,MOTOR VEHICLE THEFT,2404,VEHICLE THEFT UDAA (REPORTED BY YOUR JURISDICTION),A,2900 BLOCK CASCADE DR,ANN ARBOR,2022-06-25 01:02:00,MOTOR VEHICLE THEFT / FRAUD,-83.70156399999996,42.245614000000046
220025985,INTIMIDATION,1381,AGGRAVATED STALKING (FELONY),A,3000 BLOCK CHARING CROSS RD,ANN ARBOR,2022-06-15 19:24:00,INTIMIDATION / STALKING,-83.68919449899994,42.244645400000024
220027315,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,3000 BLOCK FERNWOOD AVE,ANN ARBOR,2022-07-09 18:30:00,LARCENY - ALL OTHER,-83.69271849899997,42.244741600000054
220027315,COUNTERFEITING/FORGERY,2501,FORGERY OF CHECKS,A,3000 BLOCK FERNWOOD AVE,ANN ARBOR,2022-07-09 18:30:00,FORGERY / COUNTERFEITING,-83.69271849899997,42.244741600000054
220012603,DRIVING UNDER THE INFLUENCE,8041,OPERATING UNDER THE INFLUENCE OF ALCOHOL / LIQUOR OWI,B,FRANKLIN ST & MILLER AVE,ANN ARBOR,2022-04-03 02:55:00,OUI OF LIQUOR / DRUGS,-83.76600759999997,42.28903820000005
220012603,DRIVING UNDER THE INFLUENCE,8050,BAC NOT LESS THAN .02% OR MORE THAN .07% PERSON UNDER 21 YOA - ZERO TOL,B,FRANKLIN ST & MILLER AVE,ANN ARBOR,2022-04-03 02:55:00,OUI OF LIQUOR / DRUGS,-83.76600759999997,42.28903820000005
220024084,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2602,FRAUD - SWINDLE,A,1300 BLOCK HUTCHINS AVE,ANN ARBOR,2022-06-24 16:28:00,FRAUD,-83.75724069899996,42.26494559900004
220027245,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,1100 BLOCK NORMAN PL,ANN ARBOR,2022-07-17 09:27:00,DAMAGE TO PROPERTY,-83.76960760099996,42.26748960000003
220027334,ALL OTHER,2298,BURGLARY - ENTERING WITHOUT PERMISSION,B,1500 BLOCK PAULINE BLVD,ANN ARBOR,2022-07-11 10:04:30,BURGLARY - ALL OTHER,-83.76585019999999,42.26840160000006
220027423,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,2200 BLOCK PLATT RD.,ANN ARBOR,2022-07-18 15:12:30,LARCENY - FROM AUTO (LFA),-83.69986100099999,42.25549550100004
220027423,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,2200 BLOCK PLATT RD.,ANN ARBOR,2022-07-18 15:12:30,DAMAGE TO PROPERTY,-83.69986100099999,42.25549550100004
221000561,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,400 BLOCK N STATE ST,ANN ARBOR,2022-07-15 05:00:00,DAMAGE TO PROPERTY,-83.74076889999998,42.28410960100007
220027143,SHOPLIFTING,3078,"RETAIL FRAUD, THEFT 3RD DEGREE",A,300 BLOCK S STATE ST,ANN ARBOR,2022-07-16 15:53:00,LARCENY - RETAIL FRAUD,-83.74103860099996,42.27816020000006
221000576,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,1500 BLOCK WASHINGTON HEIGHTS,ANN ARBOR,2022-07-15 12:37:30,LARCENY - ALL OTHER,-83.72887909999997,42.280889100000024
220026226,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2901,DAMAGE TO PROPERTY - BUSINESS PROPERTY - MDOP,A,500 BLOCK E WILLIAM ST,ANN ARBOR,2022-07-09 22:34:00,DAMAGE TO PROPERTY,-83.74236649999995,42.27800250000007
220027122,BURGLARY/BREAKING & ENTERING,2202,B&E - BURGLARY - FORCED ENTRY - RESIDENCE - HOME INVASION,A,1300 BLOCK WILMOT CT,ANN ARBOR,2022-07-16 08:15:30,BURGLARY - RESIDENTIAL,-83.73051849899997,42.27656900000005
221000556,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,100 BLOCK BRIARWOOD CIR,ANN ARBOR,2022-07-02 00:00:00,LARCENY - ALL OTHER,-83.74757489899997,42.24036790100007
221000566,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,1700 BLOCK BROADWAY STREET,ANN ARBOR,2022-06-23 17:30:00,LARCENY - ALL OTHER,-83.72111619899994,42.296633600000064
220027488,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,2304,LARCENY - PARTS & ACCESSORIES FROM VEHICLE - LFA,A,500 BLOCK CENTER DR,ANN ARBOR,2022-07-18 18:00:00,LARCENY - FROM AUTO (LFA),-83.78428299999996,42.28827940100007
220027540,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2699,FRAUD (OTHER),A,1400 BLOCK DICKEN DR.,ANN ARBOR,2022-07-19 00:00:00,FRAUD,-83.77837370099996,42.26315910000005
220027443,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,E EISENHOWER PKWY & PACKARD RD,ANN ARBOR,2022-07-18 19:16:00,DAMAGE TO PROPERTY,-83.71426869999993,42.24454130000004
220027431,ROBBERY,1299,ROBBERY (OTHER),A,3200 BLOCK E EISENHOWER PKWY,ANN ARBOR,2022-07-18 16:15:00,ROBBERY,-83.71435100099995,42.24358840000008
221000569,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,100 BLOCK FIELDCREST ST,ANN ARBOR,2022-06-28 00:00:00,LARCENY - FROM AUTO (LFA),-83.75253820099994,42.25224200000008
220027367,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,300 BLOCK HARBOR WAY,ANN ARBOR,2022-07-18 09:00:00,ASSAULT - SIMPLE,-83.74570179899996,42.249208800000076
221000572,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,400 BLOCK HILL ST,ANN ARBOR,2022-07-16 12:00:00,LARCENY - ALL OTHER,-83.74394319899994,42.271567600000026
220027339,ALL OTHER,4801,RESISTING OFFICER,B,300 BLOCK W HURON ST,ANN ARBOR,2022-07-17 23:11:00,OBSTRUCTING POLICE,-83.75166069999995,42.28180800000007
221000575,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,1000 BLOCK PACKARD ST,ANN ARBOR,2022-07-15 10:30:00,LARCENY - ALL OTHER,-83.73595509899997,42.266930701000035
220027404,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2699,FRAUD (OTHER),A,2900 BLOCK S STATE ST,ANN ARBOR,2022-07-18 10:32:00,FRAUD,-83.74074810099995,42.245186001000036
220027531,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,STONE SCHOOL AND BIRCH HOLLOW DR,ANN ARBOR,2022-07-19 14:59:00,DAMAGE TO PROPERTY,-83.71975779899998,42.238834000000054
221000577,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,500 BLOCK N 7TH ST,ANN ARBOR,2022-07-17 03:30:00,LARCENY - FROM AUTO (LFA),-83.75923189899999,42.285768000000076
220018139,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,2700 BLOCK ADRIENNE DR,ANN ARBOR,2022-05-13 01:10:00,DAMAGE TO PROPERTY,-83.78198519899996,42.268893400000024
220027400,ALL OTHER LARCENY,2309,LARCENY - FROM YARDS (GROUNDS SURROUNDING A BUILDING),A,1500 BLOCK ANDERSON AVE,ANN ARBOR,2022-07-16 13:15:00,LARCENY - ALL OTHER,-83.72603600099995,42.25710340000006
220027560,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,500 BLOCK CATHERINE ST,ANN ARBOR,2022-07-19 18:39:00,DAMAGE TO PROPERTY,-83.74228349999998,42.283137500000066
220025003,MOTOR VEHICLE THEFT,2404,VEHICLE THEFT UDAA (REPORTED BY YOUR JURISDICTION),A,3000 BLOCK CHELSEA CIR,ANN ARBOR,2022-07-01 02:00:00,MOTOR VEHICLE THEFT / FRAUD,-83.71328479999994,42.24027390100008
